user,location,tweet,sentiment,probability
SJAsesorias,Barranquilla,RT @jonathanqa: Si existe una terminal preocupada por los #HeroesEnLaVia en Colombia se llama @puertobq quiénes desde el inicio mostraron i…,Positivo,60
SJAsesorias,Barranquilla,RT @NIPR18: @jonathanqa @puertobq Bien por el @puertobq un puerto que se preocupa por la seguridad de nuestros #HéroesEnLaVia es un puerto…,Positivo,71
Fabiodariolond2,"Bello, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
frutivitaminas,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
ArqEstemartinez,,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…,Positivo,69
ChiloDakar, Colombia,RT @emisoraejercito: Nuestros héroes del @COL_EJERCITO inician el día con toda la disposición de seguir trabajando por la seguridad del paí…,Positivo,77
LaBettinas,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
andresmelocou,Santa Marta/Toronto,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
caritobarragans,"Bogotá, DC, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
ComiteCivDura,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Mrblanco19,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
NIPR18,,RT @Cormagdalena: Hoy nos vestimos con la bandera de  #Colombia 🇨🇴 para resaltar la labor de nuestros transportadores. Gracias por ser nues…,Positivo,90
WLIBRE24,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
amargajllo,"Medellín, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
macy365,Hong Kong,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Pilarna2,Miami,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…",Positivo,84
jorgehatehortua,"Apartadó, Antioquia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
EleaneNieves,"Subachoque, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
Pilarna2,Miami,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…,Positivo,69
jorgehatehortua,"Apartadó, Antioquia","RT @ANI_Colombia: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansab…",Positivo,83
jorgehatehortua,"Apartadó, Antioquia",RT @MinTransporteCo: ¡Toda Colombia agradece a nuestros #HéroesEnLaVía! Hombres y mujeres valientes que hacen que durante el Aislamiento Ob…,Positivo,72
deeremm,,RT @ansvcol: Hoy nos vestimos de amarillo azul y rojo 🇨🇴 para resaltar la labor de nuestros transportadores. Gracias por ser nuestros #Héro…,Positivo,90
AnaLizethGmezC4,"Valle del Cauca, Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Concesion_Sisga,"Bogotá, D.C., Colombia","Detrás de cada alimento 🥦🍅🌽que está en tu mesa hay horas de arduo trabajo de los 🚚 transportadores de carga, que lo… https://t.co/NOUnFnrhWg",Positivo,74
JoseSilvaI1972,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
jorgehatehortua,"Apartadó, Antioquia",RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…,Positivo,69
jorgehatehortua,"Apartadó, Antioquia","RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…",Positivo,84
jorgehatehortua,"Apartadó, Antioquia","RT @TransitoPolicia: #PrevenciónyAcción Es grato ver nuestra bandera de Colombia, en honor a los #HéroesEnLaVía, reconocemos esta ardua lab…",Positivo,73
RudafeV,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
f_hincapie,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Horacio23809870,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
IngjrRodrigo,,RT @InviasOficial: 👏Celebra su importante labor y hazle llegar a nuestros obreros de las vías tu mensaje de agradecimiento con la etiqueta…,Positivo,73
AdrianaTapieroC,Bogota D.C,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
Jhonr234,,"RT @AlcaldiaTunja: Hoy aplaudimos a todos nuestros ""amarillitos"" que también son #HéroesEnLaVía. Gracias por ser ese soporte necesario para…",Positivo,91
JosCubillos71,"Montenegro, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
carmaciasm,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
XiomaraJuris,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
valaf0909,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
ansvcol,Colombia,No hay derrumbe o emergencia que estos #HéroesEnLaVía🛣️ no estén dispuestos a atender para que las carreteras estén… https://t.co/4UxiNYkaoB,Positivo,67
UrielSalgado14,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
mabelgasca,Barranquilla,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
mariorentejal,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
diegordo20,manizales,"RT @DiegoRozo32: Si no te habías detenido✋ a pensar en la importancia de esta labor, esta es tu oportunidad de enviarles un mensaje📨 a nues…",Positivo,48
johanna49320441,"Budd Lake, NJ","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
carlosmvr,Medellin - Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
MargarAbraham,"Ibagué, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
MuseosColombia,,RT @emisoraejercito: Nuestros héroes del @COL_EJERCITO inician el día con toda la disposición de seguir trabajando por la seguridad del paí…,Positivo,77
EdgarAlbertoOs6,"Barranquilla, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
Elapren86068127,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
AlvaroCeSu,,RT @MinTransporteCo: Detente✋ y tómate un momento para enviarle un mensaje📨 de agradecimiento a nuestros #HéroesEnLaVía que en medio de est…,Positivo,61
AlvaroCeSu,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
AlvaroCeSu,,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…,Positivo,69
AlvaroCeSu,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
AlvaroCeSu,,RT @MinTransporteCo: ¡Toda Colombia agradece a nuestros #HéroesEnLaVía! Hombres y mujeres valientes que hacen que durante el Aislamiento Ob…,Positivo,72
Supertransporte,"Bogotá, Colombia","RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
Lore_Diaz_92,"Bogotá, D.C., Colombia","RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Lore_Diaz_92,"Bogotá, D.C., Colombia",RT @juanesgil1: Hoy desde el @InviasOficial los invitamos a enviarles un mensaje ✉️ a las controladoras viales para que no olviden lo impor…,Positivo,75
DDUITAMA,"BoGoT@,..","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
luzelenayali,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
DianaRu81939564,,RT @Supertransporte: Un aplauso 👏para todas las personas que trabajan día a día para brindar tranquilidad y esperanza a toda Colombia🇨🇴. Ca…,Positivo,74
cachorroflorez,,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…",Positivo,84
carloswi728,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
miriamr41862032,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
ruthcifuentes23,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
eslyg_m,Norte del sur,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
Ejercito_Div7,"Medellín, Antioquia",RT @emisoraejercito: Nuestros héroes del @COL_EJERCITO inician el día con toda la disposición de seguir trabajando por la seguridad del paí…,Positivo,77
psandresg,Bogotá (COL),"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
JaviervVasque,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
emisoraejercito,Colombia,Nuestros héroes del @COL_EJERCITO inician el día con toda la disposición de seguir trabajando por la seguridad del… https://t.co/niHxSzYpd8,Positivo,79
ingrih_cardenas,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
Supertransporte,"Bogotá, Colombia",RT @JuanFEspinosaP: Mira este video e inspírate para compartir tu mensaje en redes sociales con el hashtag #HéroesEnLaVía y reconocer heroi…,Positivo,67
luistorreszam,Colombia,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
luistorreszam,Colombia,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
NelcyTulcan,,"RT @IvanDuque: Hacemos un reconocimiento a nuestros #HéroesEnLaVía Camioneros y operarios de carreteras que, con valentía y sin descanso, t…",Positivo,71
thebestbamboo,Colombia,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
JekaSanchez1,Cucuta-Colombia,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
EDOSP2,,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
camilomartin5,colombia ,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
antoniojosearq,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
yazmaniv69,Colombia,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
NIPR18,,RT @MinTransporteCo: ¡Toda Colombia agradece a nuestros #HéroesEnLaVía! Hombres y mujeres valientes que hacen que durante el Aislamiento Ob…,Positivo,72
NIPR18,,RT @germancaller: #HeroesEnLaVia  gracias  por seguir moviendo el pais 🙏🏻🙏🏻🙏🏻 https://t.co/tiwRrq1quw,Positivo,88
Marangarcia,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
Gonzalez3006,BOGOTA,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
NIPR18,,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…",Positivo,84
Joche_Osorio,"Sahagún, Córdoba, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
NIPR18,,"@FADEEACPRENSA Los Transportistas de todo el mundo son #HéroesEnLaVia sin ellos, sencillamente no podríamos quedarnos en casa.",Positivo,71
asthartemoon,"Bogotá, Colombia","RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
pochoelias,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
HITSTEREO1,"Moniquirá, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
amoavzl,@amoavzl,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
PolocheEspinosa,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
NIPR18,,RT @MinTransporteCo: Detente✋ y tómate un momento para enviarle un mensaje📨 de agradecimiento a nuestros #HéroesEnLaVía que en medio de est…,Positivo,61
NIPR18,,"RT @a_bernal_r: #HéroesEnLaVia
 Gracias por sostenernos a todos. https://t.co/47Q1HGwJq3",Positivo,88
Paulisgmail,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
NIPR18,,RT @utrans_oficial: #HéroesEnLaVía gracias 🙏🏻 @GoogleColombia https://t.co/zfW944ArWw,Positivo,88
gloriaVivianaJ1,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
Carlitros68,"Cali, Valle del Cauca","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
NIPR18,,RT @ChefGuty: El acompañamiento en las fronteras de nuestros #HéroesEnLaVía hace parte también del trabajo diario de @MigracionCol! Gracias…,Positivo,87
NIPR18,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
ruthcifuentes23,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
ruthcifuentes23,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
ktina_mejia,Colombia,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
jamessaav,Bogota,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
luearaujo,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
leandro8110,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
IBFCamelia,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
javier65932247,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
javttell,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
ruthcifuentes23,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
JeniferAcevedo_,"Valledupar, Colombia.","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
molinarespalmo1,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Faro844,"Cali, Colombia  VE.","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
rsotelod,Colombia,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
eduardoghr,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
mauricioroco88,Bogota DC,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
calopezc8006,,"RT @orozco_angela: Invito a todos a enviar un mensaje de agradecimiento a todos los transportadores y operarios de vías, reconociendo su la…",Positivo,66
calopezc8006,,"RT @IvanDuque: Hacemos un reconocimiento a nuestros #HéroesEnLaVía Camioneros y operarios de carreteras que, con valentía y sin descanso, t…",Positivo,71
calopezc8006,,"RT @InterworldGroup: Interworld Group se une a la iniciativa de la 
@ViceColombia
 y celebra la importante labor de nuestros conductores. #…",Positivo,69
fabioji98704455,"Nueva York, USA","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
cesaralvarez_au,"Canberra, Australia.","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
andresgineco,#SigamonosLosBuenos,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
mruizbasto,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
Arandu325,,@orozco_angela @MinTransporteCo @IvanDuque @infopresidencia @urnadecristal #HeroesEnLaVia que lo único que consigue… https://t.co/QpnFyyxH6X,Positivo,68
Arandu325,,@orozco_angela @MinTransporteCo @IvanDuque @infopresidencia @urnadecristal #HeroesEnLaVia que trabajamos sin ningún… https://t.co/Q3dsqoXDcl,Positivo,67
Noticias666,Colombia 🇨🇴,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
kritikonnn,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Rociel53799496,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
Rotswell,,RT @quedateencasap1: ¡Estamos rodeados de héroes! @josearoda(Instagram) ha hecho a algunos héroes cotidianos coloreables para que puedas co…,Positivo,67
kritikonnn,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
Arandu325,,"@MinTransporteCo #HeroesEnLaVia eso somos, así nos dicen ahora porque Colombia se dió cuenta que sin nosotros no ll… https://t.co/k2C1JS1bxo",Positivo,59
JoseluisLora5,"Cartagena, Colombia","RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
LuisEst07640184,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
PetraVonNiemand,Islas Fiji,"RT @lunathaupn: Ya que se cancelaron la mayoría de los servicios médicos por cuarentena, que pasa con los recursos que siguen recibiendo la…",Positivo,57
guiantlespy,,"RT @CARLOSFMEJIA: La Torre Colpatria le hace un magnífico homenaje con los colores de nuestra bandera, a los #HeroesEnLaVía, transportadore…",Positivo,70
eljavoya,,"RT @orozco_angela: Agradezco a todos nuestros #HéroesEnLaVía, transportadores, operarios de vías, médicos y todos los que están trabajando…",Positivo,71
94Regimen,medellin-antioquia-colombia,"RT @AVA_antioquia: Gracias a todos nuestros compañeros en las vías , somos un país en desarrollo necesitamos más apoyo y comprensión .#Hero…",Positivo,93
94Regimen,medellin-antioquia-colombia,"RT @InviasOficial: Los #HéroesEnLaVía no vuelan, pero si están salvando el país🇨🇴. Comparte tu mensaje de agradecimiento con el hashtag y d…",Positivo,59
AraucActiva,,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
94Regimen,medellin-antioquia-colombia,"RT @MinEnergiaCo: Si no te habías detenido🖐🏻 a pensar en la importancia de esta labor, esta es tu oportunidad de enviarles un mensaje📨 a nu…",Positivo,48
94Regimen,medellin-antioquia-colombia,RT @MinTransporteCo: Envíales a los trabajadores de las concesiones viales un mensaje 📨para que destacar lo importante que es su labor y po…,Positivo,66
claudiahg99,,"RT @orozco_angela: Con los colores de nuestra bandera, y orgullosos de su compromiso y labor, hoy toda Colombia reconoce el trabajo incansa…",Positivo,83
Pabloh85,"Bogota, Colombia","RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
94Regimen,medellin-antioquia-colombia,"RT @AVA_antioquia: A todos nuestros compañeros de obras , pare y siga y demás con quién trabajamos en las vías GRACIAS ,#HeroesEnLaVia @Min…",Positivo,87
94Regimen,medellin-antioquia-colombia,RT @InviasOficial: No hay derrumbe o emergencia que estos #HéroesEnLaVía🛣️ no estén dispuestos a atender para que las carreteras estén en l…,Positivo,61
94Regimen,medellin-antioquia-colombia,RT @InviasOficial: 👏Celebra la importante labor de nuestros camioneros 🚚 con un mensaje de agradecimiento con la etiqueta #HéroesEnLaVía 🛣️…,Positivo,72
94Regimen,medellin-antioquia-colombia,RT @InviasOficial: Detrás del volante de cada SITM🚌 hay un valiente entregado a su tarea de transportar a quienes hacen que el país🇨🇴 siga…,Positivo,60
94Regimen,medellin-antioquia-colombia,RT @ANI_Colombia: No hay derrumbe o emergencia que estos #HéroesEnLaVía🛣️ no estén dispuestos a atender para que las carreteras estén en la…,Positivo,62
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: Un aplauso 👏para todas las personas que trabajan día a día para brindar tranquilidad y esperanza a toda Colombia🇨🇴. Ca…,Positivo,74
94Regimen,medellin-antioquia-colombia,RT @NicoUCD: Un aplauso para nuestros #HéroesEnLaVía 🇨🇴🌎❤️🙏🏻. https://t.co/O4IHogZq13,Positivo,70
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…,Positivo,69
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: 👏Celebra la importante labor de nuestros camioneros 🚚 con un mensaje de agradecimiento con la etiqueta #HéroesEnLaVía…,Positivo,72
94Regimen,medellin-antioquia-colombia,RT @AutopCafe: En las vías de Colombia tenemos miles de héroes anónimos que velan para que las carreteras estén en perfectas condiciones. C…,Positivo,67
94Regimen,medellin-antioquia-colombia,"RT @InviasOficial: Los #HéroesEnLaVía no vuelan, pero si están salvando el país🇨🇴. Comparte tu mensaje de agradecimiento con el hashtag y d…",Positivo,59
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: ¿No quisieras agradecer a los valientes que han llevado la comida a las ciudades por su compromiso con el país? Te inv…,Positivo,69
94Regimen,medellin-antioquia-colombia,RT @Supertransporte: Detrás del volante de cada SITM🚌 hay un valiente entregado a su tarea de transportar a quienes hacen que el país🇨🇴 sig…,Positivo,61
94Regimen,medellin-antioquia-colombia,"RT @Supertransporte: Un video📹, un tweet, un mensaje de voz… cualquier opción es válida para darle gracias👏 a los #HéroesEnLaVía por entreg…",Positivo,84
hernandoh3581,Cali,"RT @TransEnMedios: La torre Colpatria de Bogotá es dedicada a #HéroesEnLaVía...gracias a ustedes Camioneros de Colombia!!!

@manfrip_74 @or…",Positivo,84
oscarguille50,,RT @ViceColombia: 👏Es el momento aplaudir y agradecer a quienes bajo cualquier circunstancia cumplen con su labor para que el país se siga…,Positivo,59
carmin1707,Venezuela,"RT @mariapcorrea: Esta noche, la torre Colpatria se ilumina con los colores de nuestra bandera y hace homenaje a los #HéroesQueNoSeDetienen…",Positivo,77
