user,location,tweet,sentiment,probability
CARLOSFMEJIA,Caldas-Bogotá,"Qué desconexión tan grande, cómo es que no preven estas cosas? Llegaron mujeres a Corabastos a realizar sus compras… https://t.co/gfDFoJxq4b",Positivo,66
Patricia_RP10,"Bogotá DC, Colombia",Mientras tanto los hombres en #PicoyGenero por NO respetar el #QuedateEnCasa https://t.co/FBCSyO0PFb,Positivo,67
NonitaJaimes,,Estoy haciendo la fila para reclamar unos medicamentos para mi papá y solo acá hay 8 hombres. Parece que algo no qu… https://t.co/tUvWNaoXk9,Positivo,50
RedMasNoticias,Colombia,"🔵#Atención | @CorabastosSA levanta la medida de #PicoYCédula. 

A partir de este miércoles 15 de abril aplicará el… https://t.co/nhE3QVuW7P",Positivo,71
fabrixioriko,Colombia Cartago Valle,"Levantaron el pico y género por que las mujeres no son capaz de levantar bultos de papas.
#PicoyGenero #Corabastos",Positivo,64
Alexitasierra,"Girardot-Bogotá,Colombia",Niñas hoy salgan bien Bellas #PicoyGenero 💙💖,Positivo,88
JuanJos09439572,,Así como en Bgta tenemos #PicoyGenero tendremos también #picoyplacaambiental,Positivo,63
Aleja373,,"Le cambio el pico y genero por el pico y chao, si te vi no me acuerdo. 
#Picoygénero",Positivo,55
JABP008,En otra dimensión. ,"Esas personas que se ufanan de ser académicas, estudiosas, de tener PhD o ser candidatas a serlo y que defienden la… https://t.co/4ihRNs218O",Positivo,70
vamarogu,Colombia,"Las calles se ven lindas con sólo mujeres! (Ahí disculparan los hombres.)

#QuedateEnCasa 
#PicoyGenero",Positivo,62
comunicadorrest,"Bogotá, D.C., Colombia","Hoy hay #PicoyGenero para las mujeres

-yo...

🤣🤣🤣 https://t.co/JgJW8TeJ6g",Positivo,79
RonaCor,"Bogotá, D.C., Colombia",@ClaudiaLopez 🤔 y si todos lo días de 11 am a 2 pm fuera el pico y género libre para que todes 🌈 lgbtttiq+ salgan a… https://t.co/XVSa5o3VYy,Positivo,65
arturo1607,Camelot,Más congestión en el día de las mujeres #PicoYGénero https://t.co/aPydWpKQPr,Positivo,68
elANTIMILI,Medellin - Colombia,"Vea, @ClaudiaLopez no sea INSENSATA, deje de alardear de ese NEFASTO #PicoyGenero, aplique el #PicoYCedula",Positivo,56
RCNcartagena,"Cartagena, Colombia",Organizaciones defensoras de los derechos de las comunidades LGTBI advierten de los riesgos que en materia de vulne… https://t.co/iDGRzKy9iF,Positivo,62
JTiskmedia,"Utrecht, Holanda","@ClaudiaLopez La medida de #PicoyGenero, además de ser altamente discriminatoria, resulta ser ineficaz en el propós… https://t.co/QBOUt2qQJz",Positivo,68
MateoRubiano1,,"Update del día. Mi mamá salió a cambiar lo que mi papá compró mal.
#PicoyGenero

Seguiremos informando",Negativo,53
_LaArias,Colombia,Hoy salí a la calle y tengo que decir que los hombres no están respetando el #PicoyGenero 😠,Positivo,66
RedMasNoticias,Colombia,"#Bogotá | ¿Quiénes acatan más el #PicoyGénero en la capital colombiana? 

Aquí le contamos si son las mujeres o los… https://t.co/P997YpCycw",Positivo,56
pronto_noticias,"Bogotá, D.C., Colombia","El secretario de Gobierno Luis Ernesto Gómezinforma que: Desde el anuncio del #PicoyGenero, la empresa CORABASTOS d… https://t.co/f7Ft4P80sr",Positivo,70
LuisErnestoGL,"Bogotá, Colombia","Desde el anuncio del #PicoyGenero, la empresa CORABASTOS debía armonizar sus protocolos de ingreso al Decreto 106 c… https://t.co/dEYKJZvQnf",Positivo,70
FernandoFds83,,@LuisErnestoGL Aquí denunciando a los hombres que violan el #PicoyGenero #QuedateEnCasa https://t.co/VhFNgIzPGE,Positivo,68
JABP008,En otra dimensión. ,"¿Cuánto pagará Claudia Lopez, de los dineros del distrito, para que los medios le sigan lavando la imagen frente al… https://t.co/Ts2Oy8KVqQ",Positivo,55
NaryiVC,"Bogotá, D.C., Colombia","Bueno, con estos datos se va a mantener el #PicoyGenero ??

Otros países han probado que esa medida no funciona par… https://t.co/BzjBBo5R5c",Positivo,72
Patricia_RP10,"Bogotá DC, Colombia",El tema ha debido ser mas estudiado #PicoyGenero @ClaudiaLopez y mas en alcaldías como @ALCALDIASUBA11 https://t.co/yybDqJLdLx,Positivo,75
RedMasNoticias,Colombia,#Video | Con inconformidad reaccionaron varias mujeres a quienes les impidieron la entrada a @CorabastosSA este mar… https://t.co/qIE2Ndwjtz,Positivo,65
AquiestaLina,"Bogotá, D.C., Colombia","¡MUCHACHOS NO SALGAN! Les grita Claudiá, pero ellos hacen un gesto y horondos se van.

#PicoyGénero",Positivo,65
IngMonstra,En la luna,"Ya sé,  lo que pasa es que nuestra visionaria alcaldesa nayis creyó muy listos a los bogotanos, pero querida, salis… https://t.co/BoE9BhuPCz",Positivo,67
TatiMorAngel,,Queda claro quienes son las jefes del hogar? 💪 #PicoyGenero #CuarentenaPorLaVida https://t.co/gJvxSpi4UF,Positivo,67
MariaClaraName,Bogotá,Que no le sumes a los más de 43 mil comparendos que se han impuesto en Bogotá por infringir la #CuarentenaPorLaVida… https://t.co/zg4e6Mql4V,Positivo,64
Helena97660124,"Villavicencio, Colombia",@ClaudiaLopez  y la imposición del #PicoyGenero  y #PicoyPlaca  son tema de controversia 720 mujeres fueron multada… https://t.co/QbYOZho6qH,Positivo,69
DanielMendoza40,,"#PicoyGenero son medidas de escuela como por ejemplo llenar una planilla cuando utilizamos un taxi, será que el Tra… https://t.co/ROu6gxd9ZE",Positivo,67
richizuluaga,Suramérica ,"Muy buena la medida #PicoyGenero 

Permite que muchas actividades se puedan realizar, disminuye aglomeraciones y es… https://t.co/5FqawxRLMy",Positivo,81
Billy_Sheards2,En mi 🏡 ,Mientras tanto los hombres con el #PicoyGenero https://t.co/Jih44NNwBh,Positivo,67
iepri_bog,"Bogotá, D.C., Colombia","""El decreto 106 le da poder a la misma sociedad, al vecino, a la vecina, al de la tienda, a que haga una vigilancia… https://t.co/IK2fDNXt5J",Positivo,63
juancehenao29,En tus sueños🍷,"@Danilo_GR No todos los mensajeros son iguales; pero si hay una bandita de esos por cedritos, barrancas y usaquen e… https://t.co/qjLCR9hlcd",Positivo,62
secredistmujer,"Bogotá, Colombia","La medida de #PicoyGenero establece claramente que ésta restricción es solo para ir de compras, trámites bancarios… https://t.co/v36ETguiRd",Positivo,58
LorenaMunevar8,,@Citytv #PicoyGenero fui a buscar ayuda para mi padre que tiene cáncer y no aparece en ningún subsidio y nadie dio… https://t.co/mu0fZXEKuH,Positivo,70
AlfonsoMarrugo6,"Cartagena, Colombia",#picoygénero en #Cartagena es una medida que no previene la discriminación y crea escenarios de vulnerabilidad para… https://t.co/2hzMdgCTBh,Positivo,65
totibin,Canada,"#PicoyGenero de la @Bogota, #PicoYCedula de @CorabastosSA, es hora de aplicar el #PicoYChao a… https://t.co/8GmlbC9eWf",Positivo,65
LGCundinamarca,"Cundinamarca, Colombia","#Bogotá II #PicoyGenero: 104 mujeres sancionadas y denuncias de comunidad trans 

🔎Amplíe la noticia ➡… https://t.co/VF2jPOa51P",Positivo,67
profe_lu_,Colombia,"Acabo de llegar de comprar unas cosas para mi casa, en el marco del famoso #PicoyGenero.
Recibí 2 `invitaciones a l… https://t.co/jPHCoJWw5K",Positivo,77
AlbertoMarioA,Barranquilla,A un grupo de oración de whatsapp de mi mamá llegó una cadena que dice que la razón por la cual #ClaudiaLópez puso… https://t.co/jbNXL4cq7k,Positivo,57
ClaudiaLopez,"Bogotá, DC, Colombia","Señores a dar ejemplo y cumplir #CuarentenaPorLaVida! 

Ayer en todo el día impusimos comparendos a 104 mujeres por… https://t.co/0oYv9a7NiT",Positivo,62
hanicao,,"Cuando saco a los perritos, es un poco asustador ver como con la soledad de las calles, los tipos se sienten más li… https://t.co/2MmaKLXc7U",Positivo,73
Stains01,"Bogotá, D.C., Colombia","Ayer a las mujeres que incumplieron la norma les colocaron un comparendo, hoy a los hombres les están dando frutica… https://t.co/IQxPL8nogD",Positivo,78
andreita1122,Bogotá,Que el sistema de registro biométrico sea una mierda y tengamos una fila de más de 250 personas todas #PicoyGenero #Mujeres,Positivo,65
eymee_white,Bucaramanga,Esa medida del #PicoYGeneroEs tan actual e innovadora como la de la educación separada por sexos #PicoyGenero,Positivo,58
Gender_Lab,Peru,"Nuestra socia fundadora y CEO, @mmolerosuarez, nos habla en su columna de @elcomercio_peru sobre el #PicoyGénero, a… https://t.co/R1keiIA0C7",Positivo,63
CarlosMiraCM,"Bogotá, D.C., Colombia","¿Cómo es que toca en Bogotá hoy?, ¿Puedo salir a sacar la basura o me toca mañana día impar? #NoMeAcuerdo #PicoYGénero #PicoMua",Positivo,76
Juancho11_1,,Y en abastos tienen pico y cédula @ClaudiaLopez  ósea que no sirve el pico y genero en abastos ? Como no pueden cor… https://t.co/tBl85s75kV,Positivo,60
fuckyfook,,"#PicoYGeneroEs un desastre mas de la ideología de género.
#lógicaprogre #PicoyGenero #CoronavirusColombia  #Bogotá
https://t.co/dGcshweMU5",Positivo,67
CasiRolo,Bogota,@icpaoc @juancehenao29 @ClaudiaLopez @CentralAbastosV Lo que quiero denunciar es que debe primar el #PicoyGenero al… https://t.co/9GGulnAuMF,Positivo,62
dmprietoc,"Bogotá, Colombia","Preocupa seriamente que con la medida de #PicoyGenero de @ClaudiaLopez se volvieron a ver filas y congestión, hace… https://t.co/gvRhJFU7Lt",Positivo,67
fealsape,Colombia,Del #PicoyGenero aprendimos que los días pares son congestionados,Positivo,63
BAYRONGOMEZ,"Bogotá, D.C., Colombia","@jarizabaletaf El #PicoYCedula por lo dificil d controlar, funciona cuando existe educación y cultura ciudadana, pu… https://t.co/XD8N2vSkuP",Positivo,49
pachitocamargo,"Bogotá, D.C., Colombia","De #PicoyGenero se puede decir!Ayer la ciudad muy sola hoy no!
Un ejemplo para los hombres, se ve que las mujeres s… https://t.co/FblGGmPJWG",Positivo,64
Ximecontreras10,"Winnipeg, Manitoba",Quién  entiende a @ClaudiaLopez una persona quien es lesbiana y toma medidas que vulneran a la comunidad… https://t.co/Ee6HZkDBWS,Positivo,62
CordobaGucho,Bogota,Si es tan macho no salga hoy a la calle #coronavirus #PicoyGenero,Positivo,59
RedMasNoticias,Colombia,"#Bogotá | ¡Recuerde que hoy martes el turno es de las mujeres!

Avanza la restricción de #PicoYGénero para mercar y… https://t.co/VdXfZW41DP",Positivo,76
1977Juancarl,"bucaramanga ,colombia",El mejor de todos los tiempos...de la mano de Dios #PicoyGenero #YoMeQuedoEnCasa #SolidarioActivo #coronavirus # https://t.co/SEdkulOGhT,Positivo,80
MeLlamanJerson,Bogotá,"Con esta medida del #PicoyGenero , si una mujer va a tener un hijo de varón hoy, lo puede postergar para mañana ya… https://t.co/aTu1KMm75C",Positivo,69
Mechitascasmont,Bogotá,"😡😡😡
#QueDesorden
@ClaudiaLopez 
Cómo así que en @Bogota hay 
#PicoyGenero y en #Corabastos que está dentro de la ci… https://t.co/hjbhhqH3XB",Positivo,63
fealsape,Colombia,"De este #PicoyGenero aprendimos que cuando el día corresponde a las mujeres, se aumenta la contaminación auditiva.",Positivo,61
wlado_g,Polompia,"Los mayores de 25 que todavía viven y dependen de los papas que día salen?
#PicoyGenero",Positivo,58
Polymarti,,@danielfaura  Propongo ajuste en P&amp;G de @Bogota: que el día de los hombres sea también el de las solteras... ¿Buen… https://t.co/CW8S5u57uT,Positivo,75
CasiRolo,Bogota,@ClaudiaLopez Hay Mujeres madres cabeza de Hogar con cédula Par que no pueden entrar a Mercar a Abastos.… https://t.co/afX4nHflmq,Positivo,64
_EduardoNarvaeZ,Bobotá,"Y ya empezaron los ""pequeños"" errores del decreto de #PicoyGenero en #Bogotá

Ayer con los ciudadanos trans y hoy e… https://t.co/bmTYtVcF5I",Positivo,71
mmolerosuarez,"Lima, Peru",https://t.co/fSodpyf5Mf Una idea que sonaba innovadora 👉🏼 #PicoyGenero pero q terminó a la semana. No sabemos si fu… https://t.co/U7ogeyj369,Positivo,67
buddychenco,"Bogotá, Colombia",#PicoyGenero hoy es día de peluca para ir a trabajar!,Positivo,80
1977Juancarl,"bucaramanga ,colombia",Entonces endoscopia es endoscopia y cirugía es cirugía..o endoscopia es cirugía y cirugía es endoscopia? Al fin com… https://t.co/R3gPQYTEVM,Positivo,68
javierpumpkins,"Bogotá, D.C., Colombia","Lo de Corabastos no es culpa de la alcaldesa, es culpa de no comprender un marica decreto, hay #PicoyGenero pero es… https://t.co/bRGAfB7PkH",Positivo,48
DIANA_VAL,"Exeter, England",@leidymarmalade Las personas que trabajan en cadenas alimentarias califican como trabajadores esenciales. No deberí… https://t.co/x4BkvOrhvk,Positivo,67
andreita1122,Bogotá,Ahora entiendo por qué dicen que somos tan escandalosas #PicoyGenero,Negativo,56
MoratoCastano,,Esta es la efectividad del #PicoyGenero en la capital @ClaudiaLopez @Citytv @NoticiasCaracol https://t.co/aTs3pqeFmC,Positivo,68
FUNDAMEJORHIV,SUBA BOGOTÁ D. C. ,¿Que es lo que está pasando en la localidad de Suba Sñrs @ALCALDIASUBA11 @JulianMorenoB @Bogota @ClaudiaLopez porqu… https://t.co/qSJ58fmmfF,Positivo,65
RaulARiosL1,BOGOTÁ COLOMBIA,¿Que es lo que está pasando en la localidad de Suba Sñrs @ALCALDIASUBA11 @JulianMorenoB @Bogota @ClaudiaLopez porqu… https://t.co/l9l6NHCwtJ,Positivo,65
PlazaImperial,Bogotá Colombia,¡Recuerda que #PlazaImperial siempre te mantiene bien informado!📢🤗 No olvides que hoy es día par y de acuerdo a la… https://t.co/s2c4CcEMQ9,Positivo,79
XMaCoRePe__MaX,"Bogotá, Colombia,",parece que confundio la #Nutella con #caca para untar el pan para desayunar #descarado #Homofobo #PicoyGenero https://t.co/cECPEJKk66,Positivo,56
SePuedeSer,Bogotá,🔊 Gestores y Gestoras de convivencia harán presencia en las zonas donde habitan personas Trans🏳️‍⚧ y no Binarias pa… https://t.co/N3BpBQyObc,Positivo,64
Juankcelis,Bogotano Ciudadano del Mundo,#PicoyGenero #PicoYCedula En Corabastos @CorabastosSA @darcyquinnr  total confusión como el tono de la gritona egól… https://t.co/IK8RaeXeMG,Positivo,64
GinitaGalvis,Bogota,Creo que hay una linda mariposa fuera del hogar.... #PicoyGenero @alcaldiausaquen #Cedritos https://t.co/PRRJzsjgKC,Positivo,66
joel_planos,"Bogotá, D.C., Colombia","@ClaudiaLopez A ver y las mujeres que vivan solas y tienen mascotas? Porque para eso no hay restricciones, entonces… https://t.co/1l1Uq6BYt6",Positivo,73
YamiNova08,Bogotá,¿Ya se dieron cuenta que el 90% de quienes cargan bultos en Corabastos hoy no podían salir por la estúpida medida d… https://t.co/GbZs8Xjsqs,Positivo,70
olgerviteri,,@WRadioColombia @henrygonzala54 Yo salgo todos los días  al la calle ..a vender  los tapabocas que mi esposa confec… https://t.co/bPgDRStvAs,Positivo,60
mharlon_f,"Bogotá, D.C., Colombia","@ClaudiaLopez Muy buenas sus medidas para reducir aglomeraciones pero por ejemplo, no puedo volver a @CorabastosSA… https://t.co/6hLk4N84Ks",Positivo,73
dan_ichu,"Bogotá, D.C., Colombia",Y este señor hoy en #PicoyGenero? Cual sera la excusa?? #CuarentenaEnLaCity @jnietoblanco https://t.co/k5M7VIXkn2,Positivo,74
JUANCUANoficial,Bogotá,#CaosYConfusion con #picoygenero hoy en @CorabastosSA Las normas distritales y nacionales tiene que imperar sobre l… https://t.co/ULpYlWHsjD,Positivo,74
SePuedeSer,Bogotá,"👉🏼Po una ciudad #Incluyente 🏳️‍🌈 y libre de discriminación.
Recuerda el PROTOCOLO de prevención y respuesta en caso… https://t.co/DDNpooKqEw",Positivo,53
NavarroEstebanL,"Bogotá, D.C., Colombia","@dulcederomerooo @CarlosDulce Al mejor estilo de la manada. Mucho ánimo Laura, sigue denunciando que acá te hacemos… https://t.co/Lrk7zh7T18",Positivo,76
NavarroEstebanL,"Bogotá, D.C., Colombia","En sociedades tan machistas como las colombianas, los hombres en grupo se sienten con más poder, más respaldo, más… https://t.co/3o1MgvWDKr",Positivo,64
Betty1989Boop,,"Sra @ClaudiaLopez esto es lo que funciona el #PicoYGeneroEs #picoygenero en #Suba
La gente de esa manera tampoco en… https://t.co/ipzdGaEoll",Positivo,61
bogotamuyfirme,,Hoy las mujeres salieron a Corabastos por el  #PicoYGénero de @ClaudiaLopez pero no pudieron entrar porque en esta… https://t.co/A8Y3muoABZ,Positivo,75
chelo1215,Bogotá - Colombia,"#FelizMartes y la alcalde Claudia López tendencia pensé q por su medida  #PicoyGenero, pero no, parece q  por su de… https://t.co/k1fkNYAE2L",Positivo,61
andreita1122,Bogotá,Es terrible que hoy siendo #PicoyGenero pase esto en @BancosAval del #veintedejulio y sin tener que apoyar ningún g… https://t.co/uhYgOJ58UW,Positivo,75
johan92salazar,,El problema del pico y género es cuando todos en la casa son hombres y la única mujer es de la tercera edad y hay q… https://t.co/phGhwkA7Qd,Positivo,60
villabonajose,"Bogotá, Colombia",Me detuvo un agente debido a que hoy es día par y la medida #PicoYGenero aplica para las mujeres. Yo estaba con mi… https://t.co/RngQcNupdl,Positivo,75
pstlgrdn,,"#LaPoliciaNoMeCuida
Mientras @ClaudiaLopez se atornilla al decreto #PicoYGenero y pone en riesgo la vida de las per… https://t.co/wokQ9GtO4c",Positivo,56
AYLEENCAROMACIA,"Bogotá, Colombia",Aunque @ClaudiaLopez lo niegue son varios los casos de violencia de género contra personas #LGBTIQQA+ por parte de… https://t.co/TFc1Yp5KOf,Negativo,54
williammoher,"Bogotá, D.C., Colombia",Luego de ver la cantidad de comentarios transfóbicos que recibió esta publicación y los casos de violencia policial… https://t.co/9l6CdpIGUF,Positivo,53
Lepeley10,El pais de nunca jamás,"Hoy quienes eran los que se debían quedar en casa si o si? 
#PicoyGenero @ClaudiaLopez @Citytv https://t.co/kRPbEGsBHD",Positivo,68
RumordeCorredor,"Bogotá, DC",Siempre par nunca impar! #picoygénero,Positivo,65
Anglica49499939,"Bogotá, D.C., Colombia",Esta es la fila en Hayuelos para hacer las operaciones bancarias 😐 no funciona ese pico y genero. @ClaudiaLopez… https://t.co/TP37xqThYi,Positivo,56
claudiacaste,Bogota,Donde han aplicado esta medida han tenido que levantarla por ineficiente generando una alta propagación de contagio… https://t.co/0aWM0Rrw8E,Positivo,66
clagisomo,Colombia,"Hoy que se supone ya está vigente el #PicoyGenero y se supone que no debe haber hombres en la calle, rumbo al traba… https://t.co/F832bvvXgy",Positivo,66
DanielaMurcia18,,No es por nada pero me siento más tranquila y segura caminando en la calle viendo en su mayoría (casi su totalidad) mujeres #PicoyGenero,Positivo,66
ManuelSanchezu,Colombia,Hoy a cumplir con las ordenes de @Bogota y el mandato de @ClaudiaLopez #PicoyGenero https://t.co/0Whx9bn1ZN,Positivo,73
personeriabta,,"Ante la implementación de la medida de #PicoyGénero, denuncie cualquier caso de discriminación o violencia contra p… https://t.co/Mlg0mblMPq",Negativo,60
CarlosVilma,"Bogotá, D.C., Colombia",Con esto del #PicoyGenero me siento un experimento social de @ClaudiaLopez,Positivo,52
redcomunitariat,"Barrio Santafé, Bogotá.","¡No hay humo blanco! 

Después de la reunion con la administración el decreto #PicoyGenero sigue vigente sin import… https://t.co/sG47qcUlRf",Positivo,65
Victoria05061,El espacio ,Pico y genero #PicoYGeneroEs #PicoYPlaca #PicoyGenero #colombia #COVID19 https://t.co/FgSAUNhxxj,Positivo,64
JulbiaEdilesa,"Bogotá,  Barrios Unidos","TIP2
#PicoyGenero 
tener presente días par e impar. https://t.co/F4JLXSeI4A",Positivo,69
osea65,,"@IvanDuque @ClaudiaLopez Usted y los que sí nos importa el bienestar de todos, sabemos que ese tal #PicoyGénero no… https://t.co/W3C2vhA6a5",Positivo,73
samyfer915,,"@ClaudiaLopez Creo que empezó mal ese #PicoyGenero, parecía un día normal aquí en mi sector todos los hombres salie… https://t.co/BAzktxJLyC",Positivo,49
moisesbogar,Bogotá D.C.,@WRadioColombia @jsanchezcristo @ClaudiaLopez creo que tal vez María Isabel opina sobre #PicoyGenero influenciada p… https://t.co/YHydLldOH1,Positivo,71
1977Juancarl,"bucaramanga ,colombia",Buenísimo 🤭🤭🤭🤭 #PicoYCedula #PicoyGenero #pelitosanador #QuedateEnCasa #COVID2019 # https://t.co/f2ZXch16Sn,Positivo,68
mile_gutierrez1,Medellín-NYC-Miami,Primera vez de acuerdo con #MariaIsabelRueda gracias a su argumentación en contra del #PicoyGenero,Positivo,88
Citytv,Bogotá,"Comienzan los plantones de familiares de reclusos a las afueras de la cárcel La Picota, en Bogotá. Piden mejores co… https://t.co/fJQxWD7HFG",Positivo,71
Martuchis_LP,"Bogotá, D.C., Colombia",@ClaudiaLopez @Capitalsalud @Citytv las EPSS no deberían alinearse con el pico y género? Capital Salud está atendie… https://t.co/9n5kVHS5aW,Positivo,67
RedMasNoticias,Colombia,"📺#EmisiónEspecial | ¿Cuál es el balance del primer día de #PicoYGénero en Bogotá? 

Informe de @PaulaGranadosR desd… https://t.co/OywsuH3WJ7",Positivo,65
anerdquista,Colombia,Hoy martes 14. La alcaldía está muy didáctica con esto del #PicoyGenero No lo olvides. https://t.co/U7iW10mXkq,Positivo,78
RaulARiosL1,BOGOTÁ COLOMBIA,¿Que es lo que está pasando en la localidad de Suba Sñrs @ALCALDIASUBA11 @JulianMorenoB @Bogota @ClaudiaLopez porqu… https://t.co/GhnCcORgUb,Positivo,65
FUNDAMEJORHIV,SUBA BOGOTÁ D. C. ,¿Que es lo que está pasando en la localidad de Suba Sñrs @ALCALDIASUBA11 @JulianMorenoB @Bogota @ClaudiaLopez porqu… https://t.co/xb46Ijtyfg,Positivo,65
Policia924FM,Colombia,"#AEstaHora le recordamos el #PicoyGénero para hoy.
Por ser día par solo podrán salir las mujeres 👩a realizar dilige… https://t.co/wZNAt00XEM",Positivo,69
ximenatriana,Bogota,"@LuisErnestoGL buenos días, puedo ir acompañada de un hombre para reclamar mis medicamentos? Soy discapacitada? #PicoyGenero",Positivo,75
alejonates,"Bogotá, D.C., Colombia","El #PicoyGenero le está haciendo el cuartico a la violencia por parte de la policía a las personas trans. 

@ClaudiaLopez",Negativo,53
sagitariantear,,"Este mundo no me deja de sorprender y no para bien, que impotencia la discriminación del #PicoyGenero impuesto por… https://t.co/9ru4apOud4",Positivo,69
rosendocuy,colombia,"@sarag12 @pcrincon @ClaudiaLopez @LuisErnestoGL Que tiene que ver el caldo con las tajás.
En USA los casos aumentan… https://t.co/sGh4fyhc4c",Positivo,63
GERMANESPARZA6,,"@elespectador Su primera experiencia “paranormal” en Bogota , fue poder salir todos los días con el #PicoyGenero",Positivo,70
HctorCH4,"Bogotá, D.C., Colombia","Nuevo #PicoyGenero en @Bogota :

Días Pares l@s Lind@s
Días impares L@s Fe@s

Pero el que se sienta lindo puede sal… https://t.co/fhbYmIDGnp",Positivo,69
IluminacionMr,Colombia,Y mañana los dias pares salen a mercar ellas 😱😱😱😱 #PicoyGenero #coronavirus #Covid19Colombia https://t.co/IAZgxllTj5,Positivo,79
CamilaScarpetta,"Bogotá, Colombia","Yo la admiro mucho alcaldesa @ClaudiaLopez mi esposa está enamorada de usted, pero, esto del #PicoyGenero está gene… https://t.co/gzCsesFEj1",Positivo,65
AlejandraDiazQ1,"Bogotá, D.C., Colombia","#PicoyGenero Dra. Claudia, tengo una cigarreria la cual he venido atendiendo de 10 a 4 pm, no tengo empleados pues… https://t.co/I4xWnkaxk5",Positivo,68
paulalag,Colombia,@GustavoBolivar @RicardoArenasO @petrogustavo Con todo esto concluimos que una de las ventajas de @petrogustavo es… https://t.co/FJOQtWp4pk,Positivo,68
90Clavijo,"Bogotá, D.C., Colombia",@ClaudiaLopez  recapacite retiré ya el #PicoyGenero  el #PicoYGeneroEs una medida de riesgo a la población trans ge… https://t.co/2Zr6eBznWB,Positivo,56
calvache92,,@oficialHASSAM Jajajjajajjajajajajajajajajajja que mejor la gente no se haga la #marik y salga solo el día que se s… https://t.co/3MJN8LJj9E,Positivo,69
LuissaLeon,"Bogotá, D.C., Colombia","¿será que el #picoygénero de Bogotá es así porque Clau quería salir a comer en paz con su espoci?

siendo así, qué… https://t.co/VKHpMaNNU9",Positivo,70
latotoyashow,"Bogotá, Colombia","Tengo rabia e impotencia porque por más que lo advertimos, hubo abuso policial durante el #PicoyGenero. Y sale de n… https://t.co/Ov0eRpRXWa",Positivo,61
JoeMikeOfficial,"Cartagena, Colombia",NUEVO VÍDEO!!! #JoeOpina  #COLOMBIA!! ¿QUE TE PASO? #Covid19 + #PicoyGenero + #Militarización #Cartagena… https://t.co/5PDughxGbn,Positivo,80
davoelbravo,Con Colombia Siempre,"@FelicidadVille9 @Comunicatrina @ZuluagaCamila Como no tenemos medios de comunicación confiables, jamás sabremos la… https://t.co/9fG51YZtNq",Positivo,64
CmboBorja,,@ClaudiaLopez Como la idea es evitar la aglomeraciones;   porq a ese #PicoYGenero no le mete el #picoycedula al mismo tiempo,Positivo,62
chelo1215,Bogotá - Colombia,"Admirable a diferencia de @petrogustavo, @oficialHASSAM quien también sufre una enfermedad delicada se lo toma con… https://t.co/dvnvUbXXgJ",Positivo,63
Claraimontoyame,,"@ClaudiaLopez Doña Claudia, con  todo lo bueno y no tan bueno que ha tratado de hacer el tal #picoygenero, NO FUNCI… https://t.co/9Ww3EdVBMm",Positivo,84
andresmarquino,Bogotá D.C.,"Mañana 14 de abril (día par) las mujeres 🙋‍♀️podrán salir a mercar o adelantar diligencias en bancos y notarías.

E… https://t.co/Mm9w6fcBO6",Positivo,72
de_bribon,"Bogotá, D.C., Colombia",@redcomunitariat @ClaudiaLopez @LuisErnestoGL @XiniaNavarro @drodriguezfr Ojalá la alcaldesa @ClaudiaLopez se pronu… https://t.co/7djLXQE1re,Positivo,66
rod_jangar,,"#PicoyGenero
Cuando los ciudadanos reflexionen que son ellos los responsables de mejorar su calidad de vida y no el… https://t.co/ygMmO3YfWx",Positivo,71
Adandrea06,Colombia ,"Mi vecina de la tienda no me atendió porque hoy no podía salir, ¿mi mamá le habrá contado que estaba castigada ? #PicoyGenero",Positivo,74
Adandrea06,Colombia ,Me sale mejor en en D1 jajajajajajajaaj #PicoyGenero https://t.co/YKXRzA6c89,Positivo,81
valeriapedrazab,"Bogotá, D.C., Colombia","Mientras sacaba al perro, un peatón me señaló y gritó que las mujeres salimos mañana. Pensé que la policía del géne… https://t.co/o4vHP5Qb1z",Positivo,74
clanes72,Medellín,@ClaudiaLopez @ClaudiaLopez  los comparendos por tránsito se deben a qué motivo?. Las personas pueden salir en sus… https://t.co/T1RkY1usFz,Positivo,60
fervin300,bucaramanga ,"@Juancar30071948 @dyanedvalencia Ahora podrá salir todos los días, en Bogotá. 
#PicoyGenero",Positivo,59
Oskr75,bogota ,"Hermana sus iniciativas he ideas demuestran el talante de lideresa que es ud ! 😘
#PicoyGenero https://t.co/8b5Q8b0KTS",Positivo,68
FabioEBaquero,Polombia,Otro problema que se suma al de usar la identidad de género en #PicoYGénero: acoso a mujeres que salen entre las ex… https://t.co/PvWOqsfSVo,Negativo,49
alfredohnc,Barranquilla ,#PicoyGenero Esto se está descontrolándo 😂😂😂 https://t.co/2Rb3P73XSR https://t.co/CWigsCASGw,Positivo,70
RaulARiosL1,BOGOTÁ COLOMBIA,Este es el parte que entrega @Bogota @ClaudiaLopez en el primer dia de implementación del Decreto 106 del 08 de Abr… https://t.co/PSPG7nRl5K,Positivo,76
MariaRodriMotta,"Montréal, Québec","Qué miedo. 

Ya era miedoso salir a la calle para las mujeres en tiempos “normales”; ahora con el #PicoyGenero las… https://t.co/bwK4XoOBMf",Positivo,50
c_mercadologica,,"Desde hoy empezó a regir el pico y género, decreto implementando por la Alcaldía de Bogotá.

Recuerda realizar un a… https://t.co/A1xf60xYcD",Positivo,74
